Table 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID
170,2/14/20,6:43:39 PM,6,4,"Mathes, Alden",1000078940,Left,RIC_SPI,"Shepherd, Cam",10000425,Right,GEO_BUL,Stretch,4,Bottom,2,1,2,Curveball,Undefined,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,76.56703187,1.796530958,0.00673454,2247.770978,305.8085643,0.177083333,5.648824711,-2.165563614,5.839650572,-60.06504796,-11.26743248,15.5541643,2.313387327,-0.863125148,68.92524537,-9.55980229,2.971598359,0.502771694,,,,,,,,,,,,-8.430216165,-6.759609724,2.1560976,50,5.760519791,-0.440765176,-111.1904377,1.835941264,-10.25246124,25.24139894,-40.3947911,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,cf96affb-4f83-11ea-ace5-181deafaf045
171,2/14/20,6:46:36 PM,1,1,"Webb, Ryan",444436,Left,GEO_BUL,"Mathes, Alden",1000078940,Right,RIC_SPI,Windup,5,Top,0,0,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,92.42270732,-0.118353433,1.791986751,2172.978099,153.9656142,0.46875,5.926133417,-1.777140421,5.398382757,-18.47750262,15.3821633,-7.529364173,4.275395051,-0.725025416,82.58187267,-3.598990707,0.372308243,0.418805959,,,,,,,,,,,,4.623754735,8.236424067,1.622688864,50,5.903030037,-3.926945348,-134.1672438,-0.941464145,8.245807001,34.88025393,-17.48556114,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,3af6b828-4f84-11ea-ace5-181deafaf045
172,2/14/20,6:46:50 PM,1,2,"Webb, Ryan",444436,Left,GEO_BUL,"Mathes, Alden",1000078940,Right,RIC_SPI,Windup,5,Top,0,1,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,90.76533458,-2.040262939,0.311724685,2201.200536,158.7455831,0.46875,6.045307215,-1.776704829,5.442031144,-16.49104793,18.60768392,-7.250620141,2.76013305,-2.089085176,81.17589425,-5.141509583,-1.057758482,0.426400034,,,,,,,,,,,,3.978059887,10.63742768,1.754041386,50,5.854135708,-0.462882371,-131.7392712,-5.27060366,6.831170672,33.95263558,-13.90733412,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,43e96384-4f84-11ea-ace5-181deafaf045
173,2/14/20,6:47:05 PM,1,3,"Webb, Ryan",444436,Left,GEO_BUL,"Mathes, Alden",1000078940,Right,RIC_SPI,Windup,5,Top,0,2,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.62189214,-2.489991775,1.664324234,2186.216781,139.9342937,0.447916667,5.882920492,-1.696757063,5.663371874,-18.42471983,16.47762209,-13.88619885,2.023585275,-1.301801043,81.26685,-5.961121385,-0.966157176,0.425205431,,,,,,,,,,,,8.033805544,9.708913936,1.564833399,50,5.661187071,-3.352635115,-131.5083231,-6.342779392,13.77111123,33.39702027,-15.53155789,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,4c759144-4f84-11ea-ace5-181deafaf045
174,2/14/20,6:47:20 PM,1,4,"Webb, Ryan",444436,Left,GEO_BUL,"Mathes, Alden",1000078940,Right,RIC_SPI,Windup,5,Top,0,2,1,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,92.60689519,-1.961367035,1.827793148,2210.219287,140.4707799,0.447916667,5.994462937,-1.770632473,5.707415947,-15.09837325,18.26879142,-15.10117249,2.907483204,-1.32578076,82.86660965,-4.814928364,-1.035956269,0.415748959,,,,,,,,,,,,8.760661658,10.51318018,1.626896701,50,5.821135733,-3.77331932,-134.4301454,-5.122494142,15.68076646,35.08320673,-13.35643757,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,55cebb99-4f84-11ea-ace5-181deafaf045
175,2/14/20,6:47:42 PM,1,5,"Webb, Ryan",444436,Left,GEO_BUL,"Mathes, Alden",1000078940,Right,RIC_SPI,Windup,5,Top,0,2,2,Slider,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,85.8879136,-0.486824295,2.786191389,2403.1943,178.3656593,0.5,5.786357707,-1.806819187,5.542877099,-31.96000258,6.759096353,-0.193891716,2.667569153,0.782592019,77.81932076,-6.468180955,2.749779998,0.447851609,,,,,,,,,,,,0.979644971,3.764616085,1.565761117,50,5.723413251,-6.062732473,-124.7078975,-2.111603468,1.523534444,27.99494134,-26.3193538,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,5ec16716-4f84-11ea-ace5-181deafaf045
176,2/14/20,6:48:18 PM,1,6,"Webb, Ryan",444436,Left,GEO_BUL,"Mathes, Alden",1000078940,Right,RIC_SPI,Windup,5,Top,0,2,2,Slider,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,83.4166069,-0.126261384,2.153932354,2411.422072,152.7437596,0.458333333,5.823131951,-1.84501047,5.417500331,-38.58526681,2.309692364,-1.209696608,2.489349899,0.072555467,76.29725621,-7.298935708,1.927973803,0.460263365,,,,,,,,,,,,1.266506861,1.262646398,1.654729819,50,5.785486241,-4.519877351,-121.2307,-1.53434579,1.877127694,24.60456721,-30.30264257,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,799969ba-4f84-11ea-ace5-181deafaf045
177,2/14/20,6:48:36 PM,1,7,"Webb, Ryan",444436,Left,GEO_BUL,"Mathes, Alden",1000078940,Right,RIC_SPI,Windup,5,Top,0,2,2,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,93.62076879,-1.341092383,2.032785719,2284.144776,156.7659726,0.46875,5.908326519,-1.637049505,5.630885454,-10.69602379,21.90719274,-9.417999227,3.764871024,-0.52470301,83.96827586,-3.359899542,0.253583919,0.410962072,,,,,,,,,,,,5.723379583,12.19834343,1.470175853,50,5.787589826,-4.494123955,-135.9508762,-3.560946024,10.52440605,34.66472777,-9.743189743,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,818aa6a5-4f84-11ea-ace5-181deafaf045
178,2/14/20,6:49:07 PM,1,8,"Webb, Ryan",444436,Left,GEO_BUL,"Mathes, Alden",1000078940,Right,RIC_SPI,Windup,5,Top,0,2,2,Fastball,Undefined,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,93.08365453,-3.424175605,2.610200855,2298.470341,161.1626102,0.46875,5.96917646,-1.743849637,5.656100652,-11.61546509,21.5074736,-7.348031134,1.801191295,0.079404546,83.4771114,-5.610687385,1.221256249,0.414224659,,,,,,,,,,,,4.820284238,12.70256245,1.527640329,50,5.671916625,-5.894897201,-134.9023461,-8.483355658,8.71339567,34.5674857,-9.212238179,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,94716c59-4f84-11ea-ace5-181deafaf045
179,2/14/20,6:49:35 PM,2,1,"Webb, Ryan",444436,Left,GEO_BUL,"Cook, Justin",8900439,Right,RIC_SPI,Windup,5,Top,1,0,0,ChangeUp,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,83.81147639,-1.757189015,4.143674486,1925.905328,139.2925968,0.447916667,5.798477596,-1.728552373,5.789257761,-28.04631984,12.51012306,-10.79602342,1.822064002,1.232688581,75.61650034,-7.034190244,2.105122269,0.458354445,,,,,,,,,,,,7.173469377,7.322016226,1.393744595,50,5.637047256,-8.470867514,-121.4877672,-4.59558137,10.54819114,27.37914573,-21.40742747,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,a656c383-4f84-11ea-ace5-181deafaf045
180,2/14/20,6:49:47 PM,2,2,"Webb, Ryan",444436,Left,GEO_BUL,"Cook, Justin",8900439,Right,RIC_SPI,Windup,5,Top,1,1,0,ChangeUp,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.08342148,-0.457513911,1.915680312,2179.947911,148.9682311,0.458333333,5.884157861,-1.779678659,5.574387491,-28.10812748,13.77741794,-8.312401232,3.114300494,-0.682686648,73.98551758,-5.775554203,0.33792944,0.465804421,,,,,,,,,,,,5.158536715,7.565440702,1.620244301,50,5.826986836,-3.773541834,-120.5776777,-1.840766864,7.377769043,29.67837111,-21.35391151,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,ac668226-4f84-11ea-ace5-181deafaf045
181,2/14/20,6:50:02 PM,2,3,"Webb, Ryan",444436,Left,GEO_BUL,"Cook, Justin",8900439,Right,RIC_SPI,Windup,5,Top,1,1,1,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,91.64407189,-0.314026542,-0.573422727,2284.067751,184.6857872,0.510416667,6.057901393,-1.484100834,5.544579669,-12.94760752,21.55441083,1.769371252,4.685488408,-1.872480341,81.14577193,-2.772122587,-0.23722983,0.422759883,,,,,,,,,,,,-1.161491414,11.68697722,1.532551792,50,6.022460966,1.270412117,-133.0416853,-1.17653615,-2.017621597,36.73255624,-11.87265214,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,b63216ca-4f84-11ea-ace5-181deafaf045
182,2/14/20,6:50:20 PM,2,4,"Webb, Ryan",444436,Left,GEO_BUL,"Cook, Justin",8900439,Right,RIC_SPI,Windup,5,Top,1,2,1,Fastball,Undefined,InPlay,Undefined,LineDrive,Single,0,0,,91.56701561,-3.568964082,2.952156085,2245.929654,134.693996,0.4375,5.933370222,-1.783432308,5.735541123,-15.98283002,18.4653719,-18.69640858,1.269777898,-0.590360409,81.48173392,-6.592295093,-0.605520358,0.422430043,62.029762,19.31460605,-6.372573753,750.1410011,109.5320194,11.91368343,-10.13582497,145.2808735,144.9092569,-5.383067299,1.989298706,11.16834983,11.26928804,1.548954308,50,5.626349829,-6.212741661,-132.577632,-8.813703506,19.31167768,35.86435951,-12.68783424,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,c12ec667-4f84-11ea-ace5-181deafaf045
183,2/14/20,6:50:57 PM,3,1,"Webb, Ryan",444436,Left,GEO_BUL,"Sanderson, Peyton",1000078926,Right,RIC_SPI,Windup,5,Top,1,0,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.3590114,-1.360502941,2.490665907,2249.992929,159.8085519,0.46875,5.840701371,-1.222062571,5.968400093,-14.93875353,18.19573888,-6.703102124,3.333177966,0.529668772,82.81571744,-4.196687455,1.216333504,0.414296896,,,,,,,,,,,,4.475730931,10.34277069,1.028684008,50,5.72480375,-5.616013456,-134.142486,-3.676660335,7.997973545,34.2355634,-13.69188159,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,d3141c79-4f84-11ea-ace5-181deafaf045
184,2/14/20,6:51:17 PM,3,2,"Webb, Ryan",444436,Left,GEO_BUL,"Sanderson, Peyton",1000078926,Right,RIC_SPI,Windup,5,Top,1,0,1,ChangeUp,Undefined,InPlay,Undefined,GroundBall,Error,0,0,,81.07799505,0.799992619,2.354900245,2441.431748,219.6157498,0.052083333,5.811507662,-1.501618277,5.453799527,-43.06801682,0.231235305,0.225099485,2.971972703,0.722544343,74.06171083,-7.219879575,2.39698253,0.473600024,59.59586897,1.515719831,29.54861435,3122.487165,,,,42.39873851,41.11623026,29.57793578,0.4884198,0.572097098,-0.112144043,1.293999065,50,5.852912311,-4.851523861,-117.7998289,0.281549818,0.799539575,23.50949289,-32.3307765,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,e4c9c749-4f84-11ea-ace5-181deafaf045
185,2/14/20,6:52:05 PM,4,1,"Webb, Ryan",444436,Left,GEO_BUL,"Little, Daniel",8891967,Right,RIC_SPI,Windup,5,Top,1,0,0,Curveball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,76.02305391,1.071368992,1.26215316,2646.134253,357.8737651,0.25,5.732448419,-1.289155869,5.691389244,-67.38135788,-17.14958578,0.634956544,1.116041603,-0.059923999,68.15803077,-11.64904808,1.383531105,0.510106395,,,,,,,,,,,,0.151670614,-9.692023983,1.182856975,50,5.781806587,-2.447794966,-110.2999909,0.191988705,0.179687615,26.61479072,-43.65640913,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,ffd177c5-4f84-11ea-ace5-181deafaf045
186,2/14/20,6:52:35 PM,4,2,"Webb, Ryan",444436,Left,GEO_BUL,"Little, Daniel",8891967,Right,RIC_SPI,Windup,5,Top,1,0,1,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,91.87671404,-1.727498494,2.349998813,2248.358446,134.3528444,0.4375,5.820425124,-1.433622875,5.972827315,-18.46244916,14.95411903,-15.32794328,2.67878227,-0.531442566,82.65657261,-5.224866688,-0.562890563,0.416056625,,,,,,,,,,,,9.097066037,8.69006849,1.256303863,50,5.673673793,-4.978281951,-133.4531444,-4.628611201,16.12489814,33.30771737,-16.77056917,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,11b6d229-4f85-11ea-ace5-181deafaf045
187,2/14/20,6:53:19 PM,4,3,"Webb, Ryan",444436,Left,GEO_BUL,"Little, Daniel",8891967,Right,RIC_SPI,Windup,5,Top,1,0,2,Curveball,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,76.44157736,0.563556206,0.758139067,2542.957598,341.7013131,0.229166667,5.80865847,-1.22871458,5.745312747,-62.78681431,-13.4291502,4.425578824,1.101102293,-0.154122113,68.76178272,-11.27758622,1.603144528,0.50564861,,,,,,,,,,,,-2.107168437,-7.480187708,1.163194078,50,5.818253695,-1.591563649,-110.9836846,-0.652414416,-2.538491047,26.17326022,-41.18537826,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,2c8ed14a-4f85-11ea-ace5-181deafaf045
188,2/14/20,6:53:52 PM,5,1,"Webb, Ryan",444436,Left,GEO_BUL,"Hipsman, Johnny",1000055398,Left,RIC_SPI,Windup,5,Top,2,0,0,Slider,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,80.75227211,-0.231402233,1.334603638,2680.104354,291.1091293,0.15625,5.684054443,-1.40273112,5.363755501,-47.88800372,-3.719188939,9.526359914,1.476373649,0.642631217,73.45180641,-9.141233158,3.122484974,0.478331951,,,,,,,,,,,,-4.628975048,-1.901273984,1.276511993,50,5.630195394,-3.034974215,-117.2922005,-1.993804897,-6.34509537,25.50602976,-34.78019023,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,3e7428c3-4f85-11ea-ace5-181deafaf045
189,2/14/20,6:54:16 PM,5,2,"Webb, Ryan",444436,Left,GEO_BUL,"Hipsman, Johnny",1000055398,Left,RIC_SPI,Windup,5,Top,2,0,1,Slider,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,80.62536808,1.154138195,0.79919215,2509.785989,281.7578536,0.145833333,5.765625847,-1.237084649,5.250151745,-46.44062058,-2.079604307,9.790826717,2.980189961,0.329742478,73.23243401,-7.491131454,2.630822825,0.479371557,,,,,,,,,,,,-4.926344291,-1.462439509,1.156805416,50,5.837865861,-1.950422141,-117.1136489,0.857183721,-6.756633122,24.69156992,-34.17982944,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,4f724a57-4f85-11ea-ace5-181deafaf045
190,2/14/20,6:54:42 PM,5,3,"Webb, Ryan",444436,Left,GEO_BUL,"Hipsman, Johnny",1000055398,Left,RIC_SPI,Windup,5,Top,2,0,2,Fastball,Undefined,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,93.43644777,-2.400662404,2.198121868,2336.208746,175.0013739,0.489583333,5.641054639,-1.235070223,5.909418315,-14.55833757,17.82375217,-1.56160857,2.197008591,0.675736967,84.13664511,-5.150442002,1.902087374,0.409566054,,,,,,,,,,,,1.560821371,10.4385361,1.059797743,50,5.440304674,-5.155157338,-135.668943,-6.17921223,2.862175244,34.14504348,-13.03225554,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,594c2d44-4f85-11ea-ace5-181deafaf045
191,2/14/20,6:56:59 PM,1,1,"Mathes, Alden",1000078940,Left,RIC_SPI,"Bradley, Tucker",10000430,Left,GEO_BUL,Windup,5,Bottom,0,0,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.37890006,-2.126543945,4.000304504,2282.813346,147.2884083,0.458333333,5.685114404,-2.232308702,6.600375144,-15.09087762,19.37447033,-12.46453784,2.474019122,0.399136885,80.61340048,-5.014702702,1.613714488,0.422535159,,,,,,,,,,,,8.193695382,11.43369888,1.964902678,50,5.533693809,-8.726227991,-129.7624075,-5.251870037,13.77850642,30.63864837,-12.94715688,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,b0624a03-4f85-11ea-ace5-181deafaf045
192,2/14/20,6:57:09 PM,1,2,"Mathes, Alden",1000078940,Left,RIC_SPI,"Bradley, Tucker",10000430,Left,GEO_BUL,Windup,5,Bottom,0,0,1,Curveball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,75.96283225,1.661436422,0.698249812,2140.800086,304.0032738,0.177083333,5.492714891,-2.046029447,5.864292687,-57.19255873,-8.012432078,11.80890941,2.27039971,-0.413369512,68.81111335,-9.121103109,2.940736757,0.504738392,,,,,,,,,,,,-6.158778643,-4.902755851,1.98279821,50,5.594459556,-1.668136116,-110.3763537,1.637726037,-7.439565061,23.46052066,-38.09638694,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,b6a1b4f9-4f85-11ea-ace5-181deafaf045
193,2/14/20,6:57:25 PM,1,3,"Mathes, Alden",1000078940,Left,RIC_SPI,"Bradley, Tucker",10000430,Left,GEO_BUL,Windup,5,Bottom,0,0,2,Fastball,Undefined,InPlay,Undefined,LineDrive,Double,0,0,,88.32303276,-1.208885736,3.797665611,2217.753297,152.4470177,0.458333333,5.547624485,-2.050978144,6.74672893,-15.53617622,19.92223961,-10.4116818,3.14612384,0.555348762,78.65952865,-4.212214414,1.7853893,0.428579292,101.2694532,9.871581233,-6.231805307,1260.791004,108.6521791,14.83799679,-17.16590714,231.3461791,231.3461791,-11.51927404,2.058847656,7.188127795,11.58591342,1.805936293,50,5.462288474,-8.238431859,-128.259773,-3.123350621,11.65085205,33.19666439,-13.3950609,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,bcb3d716-4f85-11ea-ace5-181deafaf045
194,2/14/20,6:58:17 PM,2,1,"Mathes, Alden",1000078940,Left,RIC_SPI,"King, Riley",10000432,Right,GEO_BUL,Stretch,5,Bottom,0,0,0,ChangeUp,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,83.59739419,0.033756111,1.286914701,1659.331433,119.8871444,0.416666667,5.502131953,-2.178561478,6.414277986,-31.87268921,7.749371396,-13.54838952,2.877111852,-2.124429285,75.39080481,-6.053442661,-1.310473216,0.45304365,,,,,,,,,,,,7.905199707,4.266499853,2.092960005,50,5.490060875,-2.364718296,-121.6445549,-0.794007272,11.62891122,27.92379843,-25.89783165,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,debc035f-4f85-11ea-ace5-181deafaf045
195,2/14/20,6:58:37 PM,2,2,"Mathes, Alden",1000078940,Left,RIC_SPI,"King, Riley",10000432,Right,GEO_BUL,Stretch,5,Bottom,0,1,0,Fastball,Undefined,InPlay,Undefined,FlyBall,Out,1,0,,88.05024138,-1.936433987,2.059740947,2147.012448,156.209782,0.46875,5.417762459,-2.152326917,6.57031358,-17.31353099,18.55363202,-8.194210045,2.198397064,-0.946605687,78.51629831,-5.268367442,0.477472213,0.431042439,94.7869362,24.21451219,-3.521683243,2797.698121,109.8501887,45.05052179,-5.73473722,350.5451351,345.5623937,-1.568511066,4.487949829,5.299762415,11.01935778,2.014478769,50,5.277596549,-4.377568227,-127.9676411,-4.804274152,8.544997109,33.2135104,-14.4071426,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,e876e9ea-4f85-11ea-ace5-181deafaf045
196,2/14/20,6:59:18 PM,3,1,"Mathes, Alden",1000078940,Left,RIC_SPI,"Blaylock, Garrett",8899450,Left,GEO_BUL,Stretch,5,Bottom,1,0,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,89.29399805,-2.482427041,0.992633728,2177.901405,165.6987307,0.479166667,5.956306129,-1.779582633,6.56054537,-11.26331134,23.66998314,-6.042334395,2.740355468,-1.373098587,79.42734912,-4.65169254,-0.175469236,0.425393932,,,,,,,,,,,,3.723875855,14.07557148,1.713889757,50,5.780807865,-2.080370675,-129.776652,-5.940671543,6.164331945,34.58630207,-8.873998198,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,0334b3e1-4f86-11ea-ace5-181deafaf045
197,2/14/20,6:59:33 PM,3,2,"Mathes, Alden",1000078940,Left,RIC_SPI,"Blaylock, Garrett",8899450,Left,GEO_BUL,Stretch,5,Bottom,1,1,0,ChangeUp,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,78.91952363,-2.319939221,3.406160237,,191.3025269,0.520833333,5.767193148,-1.955743393,5.954811833,-38.11367557,7.106741622,1.428890792,0.434915304,1.325403119,72.09242798,-9.443793583,3.675977972,0.483992688,,,,,,,,,,,,0.289948136,4.578667447,1.684501132,50,5.561607481,-6.856380491,-114.5218052,-5.719414594,0.380531806,23.47456242,-26.16494425,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,09edb098-4f86-11ea-ace5-181deafaf045
198,2/14/20,6:59:54 PM,3,3,"Mathes, Alden",1000078940,Left,RIC_SPI,"Blaylock, Garrett",8899450,Left,GEO_BUL,Stretch,5,Bottom,1,2,0,Fastball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,88.68801941,-1.85146317,2.490353493,2205.04832,141.8598105,0.447916667,5.461742136,-2.001096864,6.630866105,-19.52145111,15.63083588,-12.29980836,2.137846967,-0.74486001,79.43396237,-5.603633187,0.118008372,0.42672522,,,,,,,,,,,,7.715857574,9.349930808,1.837904317,50,5.328611632,-5.270019884,-128.9086701,-4.705046924,12.67838851,32.66484074,-16.81061627,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,189a4a61-4f86-11ea-ace5-181deafaf045
199,2/14/20,7:00:08 PM,3,4,"Mathes, Alden",1000078940,Left,RIC_SPI,"Blaylock, Garrett",8899450,Left,GEO_BUL,Stretch,5,Bottom,1,2,1,Fastball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,88.49567692,-0.289222442,2.789757802,2272.279324,168.9184327,0.489583333,5.580925605,-1.902896831,6.616481574,-24.05135556,11.01293548,-2.163430022,3.311489337,0.473411023,79.8384121,-4.896400922,2.374762249,0.426190779,,,,,,,,,,,,2.10731925,6.214114356,1.714615586,50,5.551338569,-6.212566983,-128.7165742,-1.313771653,3.479404861,30.66552959,-21.91389471,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,214efd16-4f86-11ea-ace5-181deafaf045
200,2/14/20,7:00:25 PM,3,5,"Mathes, Alden",1000078940,Left,RIC_SPI,"Blaylock, Garrett",8899450,Left,GEO_BUL,Stretch,5,Bottom,1,2,2,Fastball,Undefined,InPlay,Undefined,GroundBall,Single,0,1,,90.06904529,-1.727529127,3.583626962,2300.168619,161.168146,0.46875,5.583045791,-2.073688207,6.679652266,-16.57578152,17.43296533,-5.956388042,2.618166578,0.711792369,80.76587232,-4.913140059,2.437571037,0.419726928,98.05905318,2.350923573,32.61475524,3608.910668,,,,74.05273293,71.79961348,33.20032005,0.549223022,4.541732427,10.31094291,1.836891793,50,5.461002793,-8.029188715,-130.8219852,-4.409463581,7.704377191,33.04162252,-14.68305924,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,2b9b48f8-4f86-11ea-ace5-181deafaf045
201,2/14/20,7:01:07 PM,4,1,"Mathes, Alden",1000078940,Left,RIC_SPI,"Tate, Connor",8899711,Right,GEO_BUL,Stretch,5,Bottom,1,0,0,Curveball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,74.84263749,2.058623416,0.944024988,2267.097361,303.8643179,0.177083333,5.539418102,-2.099508073,5.866135765,-60.01716827,-9.146959712,13.55916746,2.451105436,-0.092694241,67.58868481,-9.274005819,3.522705378,0.513337838,,,,,,,,,,,,-7.019883284,-5.681352844,2.01545409,50,5.671793698,-2.154814323,-108.6888342,2.29682607,-8.189527543,23.44263079,-38.80202138,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,41f19f97-4f86-11ea-ace5-181deafaf045
202,2/14/20,7:01:28 PM,4,2,"Mathes, Alden",1000078940,Left,RIC_SPI,"Tate, Connor",8899711,Right,GEO_BUL,Stretch,5,Bottom,1,0,1,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,90.31476844,-2.702836037,3.641756796,2370.236012,151.4947649,0.458333333,5.555536122,-2.228715751,6.605894192,-12.6555456,21.47672408,-11.68087901,2.018578423,0.137795509,80.49436186,-5.139966604,1.389697731,0.42048848,,,,,,,,,,,,7.801481816,12.92384003,1.985773105,50,5.36616563,-8.013513793,-131.0267144,-6.551131283,13.20519469,34.47903568,-10.29848341,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,517723d0-4f86-11ea-ace5-181deafaf045
203,2/14/20,7:01:55 PM,4,3,"Mathes, Alden",1000078940,Left,RIC_SPI,"Tate, Connor",8899711,Right,GEO_BUL,Stretch,5,Bottom,1,0,2,Curveball,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,77.08157024,1.316917207,1.069446654,2395.389392,323.0553018,0.197916667,5.52393213,-2.147220879,5.854800303,-60.20934559,-12.05859492,9.034521451,1.730319437,-0.400722483,69.43253764,-10.0609711,2.792223767,0.499428187,,,,,,,,,,,,-4.511567966,-7.022891424,2.055384391,50,5.596414061,-2.338914806,-111.9407295,0.912664837,-5.556358136,25.73751893,-40.82330314,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,5cc9a1b2-4f86-11ea-ace5-181deafaf045
